#key	name	year	genre	developer	players
Populous (Europe, Brazil) (En)	Populous	1991	Strategy	Bullfrog	1
Poseidon Wars 3-D (USA, Europe, Brazil) (En)	Poseidon Wars 3-D	1989	Simulation	SEGA	1
Power Strike (USA, Europe, Brazil) (En)	Power Strike	1988	Shoot'em Up / Vertical/Shoot'em Up	SEGA	1
Power Strike II (Europe, Brazil) (En)	Power Strike II	1993	Shoot'em Up / Vertical/Shoot'em Up	Compile	1
Predator 2 (Europe)	Predator 2	1992	Shooter	Teeny Weeny Games	1
Prince of Persia (Europe, Brazil) (En)	Prince of Persia	1992	Platform	Domark	1
Pro Wrestling (USA, Europe, Brazil) (En)	Pro Wrestling	1986	Sports / Wrestling/Sports	SEGA	1-2
Pro Yakyuu, The - Pennant Race (Japan)	The Pro Yakyuu Pennant Race	1987	Sports / Baseball/Sports	SEGA	1-2
Promocao Especial M. System III Compact (Brazil) (Demo)	ZZZ(notgame):#BIOS			SEGA	1
Psychic World (Europe, Brazil) (En)	Psychic World	1991	Platform	SEGA	1
Psycho Fox (USA, Europe, Brazil) (En)	Psycho Fox	1990	Platform	Vic Tokai	1
Putt & Putter (Europe, Brazil) (En)	Putt & Putter	1992	Sports / Golf/Sports	Sims	1-2
Quartet (USA, Europe)	Quartet	1987	Platform	SEGA	1-2
Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil) (En)	Quest For The Shaven Yak Starring Ren Hoek And Stimpy	1993	Platform	Realtime Associates	1
R-Type (World)	R-Type	1988	Shoot'em Up / Horizontal/Shoot'em Up	Compile	1
R.C. Grand Prix (USA, Europe, Brazil) (En)	R.C. Grand Prix	1989	Racing, Driving	Absolute Entertainment	1-4
Rainbow Islands (Europe)	Rainbow Islands : Story of the Bubble Bobble 2	1993	Platform	Taito	1
Rambo - First Blood Part II (USA)	Rambo : First Blood Part II	1986	Shooter/Shooter / Run and Gun	SEGA	1-2
Rambo III (USA, Europe, Brazil) (En)	Rambo III	1988		SEGA	1
Rampage (USA, Europe, Brazil) (En)	Rampage	1988	Fighting / 2D/Fighting	SEGA	1-2
Rampart (Europe)	Rampart	1991	Strategy	Punk Development	1-2
Rastan (USA, Europe, Brazil) (En)	Rastan	1989	Platform / Fighter Scrolling/Platform	Taito	1
Reggie Jackson Baseball (USA)	Reggie Jackson Baseball	1988	Sports / Baseball/Sports	SEGA	1-2
Renegade (Europe, Brazil) (En)	Renegade	1993	Beat'em Up	Natsume	1-2
Rescue Mission (USA, Europe, Brazil) (En)	Rescue Mission	1988	Lightgun Shooter	SEGA	1
Road Rash (Europe, Brazil) (En)	Road Rash	1994	Motorcycle race TPV/Racing, Driving	Probe Software	1-2
RoboCop 3 (Europe, Brazil) (En)	RoboCop 3	1993	Platform / Shooter Scrolling/Platform	Eden Entertainment Software	1
RoboCop Versus The Terminator (Europe, Brazil) (En)	RoboCop versus The Terminator	1994	Platform / Shooter Scrolling/Platform	NMS Software	1
Rocky (World)	Rocky	1987	Sports / Boxing/Sports	SEGA	1-2
Running Battle (Europe, Brazil) (En)	Running Battle	1991	Beat'em Up	Opera House	1
Sagaia (Europe, Brazil) (En)	Sagaia	1992	Shoot'em Up / Horizontal/Shoot'em Up	Natsume	1
Satellite 7 (Japan) (En)	Satellite 7	1985	Shoot'em Up	SEGA	2
Schtroumpfs Autour du Monde, Les (Europe) (En,Fr,De,Es)	The Smurfs Travel The World	1996	Platform	Virtual Studio	1
Scramble Spirits (Europe, Brazil) (En)	Scramble Spirits	1989	Shoot'em Up / Vertical/Shoot'em Up	SEGA	1-2
Sega Chess (Europe, Brazil) (En)	Sega Chess	1991	Board game	Probe Software	1-2
Sega Graphic Board (USA) (v2.0) (Proto)	ZZZ(notgame):#NONGAME			Maxim	
Sega World Tournament Golf (Europe, Brazil) (En)	Sega World Tournament Golf	1993	Sports / Golf/Sports	SEGA	4+
Senha (Brazil) (Mega Drive 4)	Senha			Tectoy	1
Sensible Soccer (Europe)	Sensible Soccer : European Champions	1993	Sports / Football (Soccer)/Sports	Eurocom	1-2
Shadow Dancer - The Secret of Shinobi (Europe, Brazil) (En)	Shadow Dancer : The Secret of Shinobi	1991	Beat'em Up	SEGA	1
Shadow of the Beast (Europe, Brazil) (En)	Shadow of the Beast	1991	Beat'em Up	Tecmagik	1
Shanghai (USA, Europe)	Shanghai	1988	Mahjong/Asiatic board game	SEGA	1-2
Shinobi (Japan, Brazil) (En)	Shinobi	1988	Platform / Fighter Scrolling/Platform	SEGA	1
Shooting Gallery (USA, Europe, Brazil) (En)	Shooting Gallery	1987	Lightgun Shooter	SEGA	1
Simpsons, The - Bart vs. The Space Mutants (Europe, Brazil) (En)	The Simpsons : Bart vs. the Space Mutants	1992	Platform	Arc Developments Limited	1
Simpsons, The - Bart vs. The World (Europe, Brazil) (En)	The Simpsons : Bart vs. the World	1993	Platform	Arc Developments Limited	1
Sitio do Picapau Amarelo (Brazil)	Sítio Do Picapau Amarelo	1997	Platform	Tectoy	1-2
Slap Shot (USA, Europe, Brazil) (En)	Slap Shot	1990	Sports / Hockey/Sports	Sims	1-2
Smurfs, The (Europe, Brazil) (En,Fr,De,Es)	The Smurfs	1994	Platform	Bit Managers	1
Solomon no Kagi - Oujo Rihita no Namida (Japan)	Solomon no Kagi : Oujo Rihita no Namida	1988	Puzzle/Strategy	Salio	1
Sonic Blast (Brazil) (En)	Sonic Blast	1997	Platform	Aspect	1
